title,genres,release_date,budget,revenue,id
Medieval,"Action, Drama, History",2022-09-08,23000000,4311284,551271
Leatherheads,"Comedy, Romance, Drama",2008-03-24,58000000,41299492,4942
The Conspirator,"Crime, Drama, History",2011-04-15,25000000,15478800,60309
Message from the King,Thriller,2017-05-10,10000000,315132,301355
Universal Soldier: Regeneration,"Adventure, Action, Science Fiction, Thriller",2009-10-01,14000000,875386,28510
Diaz - Don't Clean Up This Blood,"Drama, History",2012-04-13,6453637,1800000,96714
The Fury of a Patient Man,Thriller,2016-09-09,1200000,1813729,411638
Bright Star,"Drama, Romance",2009-11-05,10000000,14374652,29963
Georgia Rule,"Comedy, Drama, Romance",2007-05-10,20000000,25000167,13159
The Thin Man,"Comedy, Crime, Mystery",1934-05-25,226408,1423000,3529
Every Which Way but Loose,"Action, Comedy, Adventure, Romance, Drama",1978-12-16,5000000,85196485,15417
Bros,"Comedy, Romance",2022-09-30,22000000,14800000,614939
Mr. Woodcock,"Comedy, Romance",2007-09-14,22000000,33683200,13257
Sullivan's Travels,"Adventure, Comedy, Romance",1941-11-30,700000,1200000,16305
"New York, New York","Drama, Music, Romance",1977-06-21,14000000,16400000,12637
Man of the Year,"Comedy, Romance, Thriller",2006-10-09,20000000,42472472,9895
Colors,"Action, Crime, Drama",1988-04-15,6000000,46616067,10126
The Rookie,"Drama, Family",2002-03-25,20000000,75597042,14635
Taking Woodstock,"Music, Comedy, Drama",2009-08-26,30000000,9975737,26320
Below,"Thriller, Horror, Mystery",2002-08-11,40000000,2622015,12590
Pumpkinhead,"Fantasy, Horror",1988-06-09,3500000,4385516,26515
Bratz,"Comedy, Music, Family",2007-08-03,20000000,26000000,14123
Family Plot,"Comedy, Crime, Thriller",1976-04-09,2000000,7900000,5854
Capricorn One,"Drama, Action, Thriller, Science Fiction",1977-12-10,5000000,12000000,11935
The Last Full Measure,"Drama, Action, War",2020-01-23,20000000,3364426,442065
May God Save Us,"Thriller, Crime, Action",2016-10-28,4000000,1598584,394684
Brother,"Crime, Drama, Thriller",2000-12-13,12000000,15250000,327
Fame,"Drama, Music",1980-05-16,8500000,42000000,3537
Labor Pains,Comedy,2009-06-19,10000000,1895782,19794
The Visitor,"Crime, Drama, Music",2007-09-07,4000000,18197518,12473
Malice,Thriller,1993-09-29,20000000,46405336,2246
Vanishing Point,"Action, Drama",1971-01-15,1300000,72266306,11951
The Shiny Shrimps,Comedy,2019-05-08,3500000,4645750,532938
Happily N'Ever After,"Adventure, Animation, Comedy, Family, Fantasy",2007-01-05,47000000,38085778,5393
Barney's Version,"Comedy, Drama",2010-10-26,30000000,8454301,46829
The Unbearable Lightness of Being,"Drama, Romance",1988-02-05,17000000,10006806,10644
The Burning Plain,"Drama, Romance, Crime",2008-11-07,20000000,5642478,12165
Death Wish II,"Action, Crime, Drama",1982-02-20,2000000,45000000,14373
Fun Size,Comedy,2012-10-24,14000000,11417362,82679
Mask,Drama,1985-03-08,7500000,42400000,11177
Mavka: The Forest Song,"Animation, Adventure, Family, Fantasy",2023-03-02,5000000,16858557,459003
3 Ninjas,"Family, Action, Adventure, Comedy",1992-08-07,6500000,29000301,16314
Alice Doesn't Live Here Anymore,"Drama, Romance",1974-12-09,1800000,21000000,16153
Rang De Basanti,"Comedy, Drama, History",2006-01-26,2200000,11502151,7913
Fantastic Voyage,"Adventure, Science Fiction",1966-08-24,5115000,12000000,2161
Muriel's Wedding,"Comedy, Drama, Romance",1994-09-29,3000000,15119639,236
Ain't Them Bodies Saints,"Crime, Drama, Romance",2013-07-03,4000000,1031243,152748
Stomp the Yard,"Drama, Music",2007-05-16,13000000,75511123,1931
Out for Justice,"Action, Crime",1991-04-12,14000000,39673161,14362
The Bookshop,Drama,2017-11-10,5400000,12055868,444539
The Wraith,"Action, Science Fiction",1986-11-21,2700000,3500000,10017
Boo! A Madea Halloween,"Comedy, Horror",2016-10-21,20000000,74827344,380124
Paranormal Activity: Tokyo Night,"Horror, Thriller",2010-11-20,1350000,4160000,59429
What Just Happened,"Comedy, Drama",2008-10-17,25000000,6673422,8944
Confidence,"Action, Comedy, Thriller, Crime, Mystery",2003-04-25,15000000,23014206,10743
Return to Me,"Romance, Comedy",2000-04-07,24000000,36609995,2621
Subway,"Action, Thriller",1985-04-10,2000000,390659,10656
The Realm,"Thriller, Mystery, Drama",2018-09-28,4552700,1932261,517331
A Civil Action,Drama,1998-12-25,70000000,56709981,9422
She Said,"Drama, History",2022-11-17,32000000,10632378,837881
Mulan: Rise of a Warrior,"Adventure, Drama, Action",2009-11-26,12000000,13380561,32909
Kung Fu Jungle,"Action, Thriller, Crime",2014-10-31,25000000,129115,290864
Cadillac Records,"Drama, History, Music",2008-12-05,12000000,8880045,14299
Cure,"Crime, Thriller, Horror, Mystery",1997-12-27,20000,99000,36095
Universal Soldier: Day of Reckoning,"Action, Science Fiction, Thriller",2012-10-04,11500000,1402307,122857
Angel Eyes,"Drama, Romance, Thriller",2001-05-18,53000000,29700000,5852
How the West Was Won,Western,1962-11-02,15000000,50000000,11897
What Maisie Knew,Drama,2013-05-02,6000000,2711379,127373
Queen of Katwe,Drama,2016-09-23,15000000,10367161,317557
Zardoz,"Fantasy, Action, Thriller, Science Fiction",1974-02-06,1570000,1800000,4923
Captivity,"Crime, Horror, Thriller",2007-03-09,17000000,10921200,14125
Housesitter,"Comedy, Romance",1992-06-12,26,94,10407
Love & Basketball,"Comedy, Drama, Romance",2000-04-21,20000000,27728118,14736
Strays,"Comedy, Adventure",2023-08-17,46000000,32000000,912908
Back to School,Comedy,1986-06-13,11000000,91258000,15596
Lifeboat,"War, Drama",1944-01-28,1590000,1000000,13321
The French Kissers,Comedy,2009-06-10,3500000,14751272,18896
Stir Crazy,Comedy,1980-12-12,10000000,101300000,21629
The Sacrament,"Horror, Thriller",2013-09-02,4000000,9221,211067
The Mother of Tears,Horror,2007-09-06,3500000,3119957,15206
Welcome to the Dollhouse,"Comedy, Drama",1996-05-24,800000,5034794,11446
La Abuela (The Grandmother),"Drama, Horror",2022-01-28,3749231,1817696,661791
Soul Plane,"Romance, Comedy",2004-05-28,16000000,14822346,12657
Desperately Seeking Susan,"Drama, Comedy, Crime",1985-03-29,5000000,27400000,8130
StreetDance 3D,"Music, Romance, Drama",2010-05-19,5773100,18144030,41592
The Beat That My Heart Skipped,"Music, Drama, Crime",2005-03-16,6400000,9293785,1553
Orgazmo,Comedy,1998-07-02,1000000,602302,8675
The Odyssey,"Adventure, Drama",2016-10-12,20000000,9722918,332794
Speak No Evil,"Drama, Horror, Thriller",2022-03-17,3000000,623462,833339
Now and Then,"Comedy, Drama, Romance",1995-10-20,12000000,27400000,9263
Mystery Train,Comedy,1989-09-06,2800000,1544973,11305
Saving Grace,"Crime, Comedy",2000-01-24,10000000,26330482,2360
Hope Floats,"Romance, Drama, Comedy",1998-05-29,30000000,81471882,9715
Stitches,Horror,2012-10-05,100000,95000,115210
The Way of the Gun,"Action, Crime, Drama, Thriller",2000-09-08,8500000,19125401,1619
The Last Circus,"Adventure, Comedy, Drama, Horror, Thriller",2010-12-17,7000000,3604598,56812
Middle School: The Worst Years of My Life,"Family, Comedy",2016-10-07,8500000,23316139,369883
Angels in the Outfield,"Comedy, Family, Fantasy",1994-07-15,31000000,50236831,24795
Laws of Attraction,"Comedy, Romance",2004-04-04,28000000,30031874,11141
The Apparition,"Horror, Thriller",2012-08-23,17000000,9627492,79694
Leaves of Grass,"Comedy, Crime, Thriller",2009-09-13,9000000,1034214,12834
Don't Tell Mom the Babysitter's Dead,"Comedy, Family",1991-06-07,10000000,25196249,15413
Impostor,"Action, Science Fiction, Thriller",2001-12-03,40000000,8694320,4965
Domestic Disturbance,"Thriller, Crime, Mystery",2001-10-28,75000000,54249294,11456
Real Genius,"Comedy, Romance, Science Fiction",1985-08-07,8000000,12952019,14370
Mother's Day,"Thriller, Crime, Horror",2010-09-23,11000000,863044,101669
Downton Abbey: A New Era,"Drama, Romance",2022-04-27,40000000,88000000,820446
In the Cut,"Drama, Mystery, Thriller",2003-10-22,12000000,23726793,10944
The Messenger,"Drama, Romance",2009-11-13,6500000,1595417,28089
The Eye,Horror,2002-05-09,10706075,1766761,10389
Iron Mask,"Action, Adventure, Family, Fantasy",2019-08-16,49000000,8685794,428045
The Clan,"Drama, History, Crime",2015-08-13,3500000,20381995,352161
Passion,"Thriller, Drama, Crime, Mystery",2012-09-07,20000000,713616,109099
Holy Man,"Drama, Comedy",1998-10-08,60000000,12069719,9713
I Could Never Be Your Woman,"Comedy, Drama, Romance",2007-05-11,24000000,9576495,15019
Hairspray,"Comedy, Drama, Romance",1988-02-26,2000000,6671108,11054
Evil Under the Sun,"Thriller, Crime, Mystery, Drama",1982-03-05,10000000,6110804,4193
Victor/Victoria,"Comedy, Music, Romance",1982-04-25,15000000,28215453,12614
Arthur,"Comedy, Drama, Romance",1981-07-17,7000000,95461682,13665
Shattered Glass,"Drama, History",2003-11-14,6000000,2944752,13537
Oliver!,"Drama, Family, Music",1968-09-26,10000000,37402877,17917
Spanish Affair 2,"Comedy, Romance",2015-11-20,4500000,38482411,348537
Their Finest,"Romance, War, Drama",2017-02-19,11795877,3603484,340101
The Seeker: The Dark Is Rising,"Adventure, Drama, Fantasy, Family, Thriller",2007-10-05,45000000,31852619,2274
In a Better World,Drama,2010-08-26,15000000,13004198,44716
The Perfect Host,"Comedy, Thriller, Crime",2010-07-01,500000,453708,66195
For Love of the Game,"Drama, Romance",1999-09-17,50000000,46112640,10390
Unknown,"Thriller, Mystery, Adventure, Crime",2006-11-03,3700000,3419456,9828
Shocker,"Horror, Thriller",1989-03-23,5000000,16554699,12521
Justin Bieber: Never Say Never,"Music, Documentary, Family",2011-02-11,13000000,98441954,54518
Facing the Giants,Drama,2006-09-29,100000,10178331,18925
God's Not Dead 2,Drama,2016-04-01,5000000,23507567,347126
One Missed Call,"Horror, Mystery",2003-11-03,1700000,16200000,9694
Setup,"Action, Crime, Drama, Thriller",2011-10-17,20000000,2128186,70586
American Ninja,Action,1985-08-30,1000000,10499694,12500
The Limey,"Crime, Drama, Mystery",1999-05-15,10000000,3204663,10388
Maniac,Horror,1980-11-14,350000,10000000,27346
Village of the Damned,"Horror, Science Fiction",1960-06-16,200000,2175000,11773
A Man for All Seasons,"Drama, History",1966-12-13,3900000,28350000,874
Stolen Kisses,"Comedy, Drama, Romance",1968-09-04,350000,1500000,255
Mummies,"Animation, Comedy, Family, Adventure, Fantasy",2023-01-05,12300000,34200000,816904
Prom Night,"Horror, Mystery, Thriller",1980-07-18,1500000,14796236,36599
The Nut Job 2: Nutty by Nature,"Animation, Family, Adventure, Comedy",2017-08-11,40000000,65146020,335777
My Life in Ruins,"Comedy, Romance",2009-06-05,17000000,20455276,23049
College Road Trip,"Comedy, Family, Action, Adventure",2008-03-07,25000000,51549674,13493
French Connection II,"Action, Crime, Drama, Thriller",1975-05-18,4300000,12484444,10711
No Escape,"Action, Drama, Science Fiction, Thriller",1994-04-29,20000000,15340000,10447
Gabriel,"Fantasy, Horror, Action, Science Fiction",2007-11-15,200000,1395610,9997
Restless,"Drama, Romance",2011-09-16,8000000,2518012,47760
The Big Hit,"Action, Adventure, Comedy, Thriller",1998-04-24,13000000,27007143,9448
So I Married an Axe Murderer,"Comedy, Crime, Romance",1993-07-30,20000000,11585483,10442
Ring 2,"Horror, Mystery, Science Fiction",1999-01-23,6000000,31365000,9669
Help! I'm a Fish,"Adventure, Animation, Comedy, Family",2000-10-06,18000000,5595327,12609
The Red Violin,"Drama, Thriller, Mystery, Music, Romance",1998-09-10,18000000,9495408,14283
Critters 2,"Comedy, Horror, Science Fiction",1988-04-29,4500000,3813293,10127
Stardust Memories,"Comedy, Drama, Romance",1980-09-26,10000000,10389003,11337
Down to Earth,"Fantasy, Comedy, Science Fiction, Romance",2001-02-16,30000000,71186502,16300
My Brother Is an Only Child,"Comedy, Drama, History",2007-03-28,5000000,6463286,9789
Little Buddha,"Drama, History",1993-12-01,35000000,4858139,1689
Mr. Holland's Opus,"Drama, Music, Family",1995-12-29,31000000,106269971,2054
Highlander: Endgame,"Action, Fantasy",2000-09-01,25000000,15843608,12211
The Deep End of the Ocean,"Drama, Mystery",1999-03-12,38000000,28121100,30943
Klute,"Thriller, Mystery, Crime",1971-06-23,2500000,12512637,466
F/X,"Action, Thriller",1986-02-07,10000000,20603715,9873
My Darling Clementine,"Western, Romance, Drama",1946-10-17,2000000,2750000,3088
Nighthawks,"Action, Crime, Thriller",1981-03-17,5000000,19905359,21610
"Tad, the Lost Explorer, and the Secret of King Midas","Animation, Adventure, Comedy, Family",2017-03-25,10778400,34156960,452773
The Cat o' Nine Tails,"Horror, Mystery, Thriller",1971-02-12,1000000,1204739,27431
The Wolf and the Lion,"Family, Adventure",2021-10-13,11900000,15300000,780382
King Solomon's Mines,"Action, Adventure, Comedy",1985-11-22,12500000,15057465,9838
Steamboy,"Animation, Fantasy, Science Fiction",2004-07-17,26000000,18900000,8953
Silent House,"Horror, Mystery",2011-01-21,2000000,13101672,92182
The Little Vampire,"Family, Adventure, Comedy, Fantasy",2000-10-27,35000000,27965865,24100
The Hard Way,"Action, Comedy, Crime",1991-03-08,24000000,65595485,11384
Detroit Rock City,"Comedy, Music",1999-08-13,6500000,4217115,9781
The Nun II,"Horror, Mystery, Thriller",2023-09-06,38500000,231200000,968051
I Don't Know How She Does It,"Romance, Comedy",2011-09-16,24000000,31410151,70868
Midnight in the Switchgrass,"Crime, Mystery, Thriller, Action",2021-07-23,15000000,229811,693113
When the Bough Breaks,"Mystery, Thriller, Drama, Horror",2016-09-09,10000000,30658387,335791
Freddy Got Fingered,Comedy,2001-04-18,14000000,14343028,13166
Boys and Girls,"Comedy, Drama, Romance",2000-06-16,16000000,20627372,10571
Funny Girl,"Comedy, Drama, Romance",1968-09-19,14000000,52223306,16085
Project Gemini,"Science Fiction, Horror",2022-01-06,6000000,211674,575322
Body Snatchers,"Horror, Science Fiction, Thriller",1993-06-09,13000000,428868,4722
La Cage aux Folles,Comedy,1978-10-25,1100000,20424259,4484
The Vault,"Horror, Thriller",2017-09-01,5000000,5728,416160
Ne Zha,"Animation, Fantasy, Adventure",2019-07-26,20000000,742500000,615453
Harley Davidson and the Marlboro Man,"Action, Thriller",1991-08-23,23000000,7434726,2453
Jem and the Holograms,"Fantasy, Music, Family",2015-10-22,5000000,2333684,266639
Dragon Wars: D-War,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",2007-08-01,32000000,75108998,10253
Friday After Next,Comedy,2002-11-22,20000000,33526835,10426
Tini: The New Life of Violetta,"Comedy, Drama, Music",2016-05-04,19201483,17000172,360365
Quo Vadis,"Drama, History, Romance",1951-11-08,7623000,21037000,11620
Certified Copy,"Drama, Romance",2010-05-18,7000000,7736632,48303
The Cotton Club,"Crime, Drama",1984-12-14,58000000,25928721,2148
Death Wish 3,"Action, Crime, Drama",1985-11-01,9000000,16116878,24873
Infernal Affairs II,"Action, Thriller, Crime",2003-10-01,125000,3208262,11647
Loft,"Drama, Mystery, Romance",2008-10-21,4185000,9168516,17845
Juice,"Crime, Drama, Thriller",1992-01-17,5000000,20146880,16136
Zabriskie Point,Drama,1970-03-26,7000000,1000000,2998
Bounce,"Drama, Romance",2000-11-15,35000000,36779296,10862
Pat Garrett & Billy the Kid,Western,1973-05-23,4638783,11000000,11577
The Wandering Earth II,"Science Fiction, Action, Drama",2023-01-22,73801827,604380922,842675
Detective Dee and the Mystery of the Phantom Flame,"Action, Adventure, Drama, Mystery",2010-09-18,13000000,51723285,48492
Irma la Douce,"Comedy, Romance",1963-06-05,5000000,25200000,2690
Acrimony,Thriller,2018-03-30,20000000,34764055,464502
Wolf Totem,"Adventure, Drama",2015-02-19,38000000,123205624,309302
Would I Lie to You? 2,Comedy,2001-02-07,12560000,42700000,31359
Year of the Dragon,"Action, Crime, Thriller",1985-08-16,24000000,18707466,11018
A Sound of Thunder,"Thriller, Science Fiction, Adventure, Action",2005-05-15,80000000,11665465,10077
Choke,"Comedy, Drama",2008-09-26,3000000,3982459,13973
Orca,"Adventure, Horror, Thriller",1977-07-22,17500000,14717854,12707
Someone Like You...,"Comedy, Romance",2001-03-30,23000000,38689940,12658
Stakeout,"Action, Comedy, Romance",1987-08-05,14500000,65700000,10859
Broadcast News,"Comedy, Romance",1987-12-16,20000000,67330500,12626
Magic Mike's Last Dance,"Comedy, Drama, Romance",2023-02-09,45000000,52000000,906221
House of the Dead,"Horror, Action, Thriller",2003-04-11,12000000,13818181,11059
The Beastmaster,"Fantasy, Adventure, Action",1982-08-16,8000000,14056528,16441
The Rage: Carrie 2,"Horror, Thriller, Science Fiction",1999-03-11,21000000,17762705,7341
The Hidden,"Horror, Science Fiction, Thriller",1987-10-30,5000000,9747988,12476
The Mermaid,"Comedy, Fantasy, Romance",2016-02-08,60720000,553810228,381890
The Sweet Hereafter,Drama,1997-09-25,5000000,7951247,10217
Ruthless People,Comedy,1986-06-26,11000000,71600000,12151
Pushing Tin,"Comedy, Drama",1999-04-23,33000000,8408835,12596
Picture Perfect,"Romance, Comedy",1997-08-01,19000000,44332015,9413
The Other Woman,Drama,2010-10-28,30000000,1451343,52505
Drop Zone,"Action, Thriller",1994-12-08,45000000,28735315,4954
Muppet Treasure Island,"Action, Comedy, Music, Family, Adventure, Romance",1996-02-16,31000000,34327391,10874
The Dark Half,"Mystery, Horror",1993-04-23,15000000,10611160,10349
Infinitely Polar Bear,"Drama, Comedy",2014-01-18,6700000,1430655,244539
Darkness,Horror,2002-10-11,10600000,33988736,11056
Legends of Oz: Dorothy's Return,"Animation, Family, Fantasy",2014-05-08,70000000,18662027,59981
My Little Pony: The Movie,"Family, Animation, Adventure, Fantasy",2017-10-05,6000000,61294644,335360
Death to Smoochy,"Comedy, Crime, Drama, Thriller",2002-03-29,55000000,8382938,9275
Calendar Girls,"Drama, Comedy",2003-09-02,10000000,96542059,8696
Heaven Can Wait,"Fantasy, Comedy, Romance",1978-06-28,15000000,98800000,12185
Whale Rider,"Drama, Family",2003-01-30,8000000,41400000,1088
Life of Crime,"Comedy, Crime",2013-09-14,12000000,265452,209189
How Green Was My Valley,Drama,1941-10-28,1250000,6000000,43266
Blackway,"Thriller, Mystery",2015-10-03,8000000,16458,359790
